© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->HD_Myelination_Paper->de6WkR62_res2 - 2019-03-29 11:31 AM
Workspace	My Projects
Project	HD_Myelination_Paper
Analysis	de6WkR62_res2 - 2019-03-29 11:31 AM
Date	Fri Mar 29 08:31:46 PDT 2019
Analysis ID	17620251

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human OR Mouse OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->HD_Myelination_Paper->de6WkR62_res2 - 2019-03-29 11:31 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
de6WkR62_res2 - 2019-03-29 11:31 AM	 	TREX1	0.681	enzyme	 	 	 	 	 	1.21E-03	Ifi27l2a/Ifi27l2b,ISG15,OASL,USP18	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	CYB5R4	 	enzyme	Activated	2.200	 	-0.005	2.211	1.23E-03	ACSL3,DDIT3,FASN,HSPA5,Scd2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	mir-122	 	microrna	 	0.231	 	-0.005	0.247	1.33E-03	CLIC4,CSRP1,GALNT10,GIT1,NPEPPS,PKM,PLIN3,PPP2CA,RBM3,SCAF11,VIM	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NKX2-1	 	transcription regulator	 	-0.762	 	0.002	-0.766	1.36E-03	BDH1,Bex1,EDIL3,ENPP2,FGFR4,HLA-A,MAPT,MMP2,MYB,OLIG2,PLP1,QKI,QSOX1,SMAD7,TOX,UGT8,WNT5B	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ATP7A	 	transporter	 	 	 	 	 	1.38E-03	APP,PLP1,POMC	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	BACE1	-0.601	peptidase	 	 	 	 	 	1.38E-03	APP,MBP,PLP1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PPP1R15A	 	other	 	 	 	 	 	1.38E-03	DDIT3,HSPA5,TNF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	HMGA1	 	transcription regulator	 	0.324	 	-0.000	0.325	1.45E-03	CAV1,CAV2,DHCR7,ID3,IDI1,INSIG1,KIT,XPA	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	INSR	 	kinase	 	-1.729	 	0.004	-1.745	1.45E-03	ACO2,CBR1,CCNG2,CTSB,CYP51A1,DHCR7,DUSP1,FASN,FDFT1,Foxn3,GADD45A,HMGCS1,IDI1,IL25,KIT,MMP2,MSMO1,NDN,NDRG1,PDE4B,PHLDA1,PTPRN,RNF13,RTN2,SAT1,SCARB1,SFMBT2,SQLE,TGFB3,TNF	EP300,FOXO3,INSR,LEP,MYC,RELA,SP1,STAT1,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SP1	 	transcription regulator	 	-0.203	 	0.004	-0.214	1.45E-03	ABCA1,AEBP1,BACE1,CAT,CAV1,CITED2,CRYAB,CYP51A1,EIF2AK2,Hspa1b,HSPA5,IRAK3,KIT,LIPA,MMP2,NDRG1,NGFR,OLIG2,P2RX7,PGK1,PRKCE,PTN,SCARB1,SLC25A4,SMAD7,STAT1,STX1A,TNF,VIM,ZEB2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	LEP	 	growth factor	 	0.862	 	0.001	0.858	1.53E-03	ACSL3,APAF1,ASL,BCL2L1,CASP7,ELOVL6,FAAH,FASN,FGFR2,GADD45A,HSPA5,LIPA,MBP,MMP2,MSMO1,NPPC,OPLAH,PCSK2,PLP1,POMC,Scd2,SYN1,TNF,UGP2,VIM	AR,EGFR,EP300,ERK1/2,FOS,FOXO3,IGF1,IL1B,LEP,MYC,RELA,SP1,SPI1,STAT1,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	OGT	 	enzyme	 	-0.239	 	0.003	-0.246	1.65E-03	AEBP1,APP,BCL2L1,CHST8,MMP2,NGFR,UCHL1,VIM	LEP,OGT,SP1,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SLC13A1	 	transporter	 	0.302	 	-0.001	0.303	1.75E-03	ACTG1,ELOVL6,GALE,HNMT,HSPA5,Igtp,INSIG1,ITIH3,MAL,SDF2L1,ST13	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PPARG	 	ligand-dependent nuclear receptor	 	0.157	 	0.002	0.148	1.76E-03	ABCA1,AGPAT2,APP,BACE1,BDH1,Bex1,BIN1,CA2,CAT,CAV1,CAV2,CAVIN2,Cdkn1c,EGLN3,ELOVL6,ERO1A,FABP5,FASN,FGF1,HIVEP2,IL25,IL33,INSIG1,NDRG1,NPEPPS,SCARB1,SLC44A1,TNF,TSC22D3,VIM	FOS,FOXO1,IL1B,NR3C1,PPARG,RELA,SP1,SPI1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	AVP	 	other	 	 	 	 	 	1.79E-03	HSPA5,POMC	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	Alpha 1 antitrypsin	 	group	 	 	 	 	 	1.79E-03	CTSB,MMP2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	BACE1-AS	 	other	 	 	 	 	 	1.79E-03	APP,BACE1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	Dst	 	other	 	 	 	 	 	1.79E-03	MAP2,MAPT	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	GGA1	 	transporter	 	 	 	 	 	1.79E-03	APP,BACE1	APP,GGA1,MYC,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	GGA3	 	transporter	 	 	 	 	 	1.79E-03	APP,BACE1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	Mia2	 	other	 	 	 	 	 	1.79E-03	DDIT3,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NAT8	 	transcription regulator	 	 	 	 	 	1.79E-03	APP,BACE1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NAT8B	 	enzyme	 	 	 	 	 	1.79E-03	APP,BACE1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NCEH1	 	enzyme	 	 	 	 	 	1.79E-03	DDIT3,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PDIA6	 	enzyme	 	 	 	 	 	1.79E-03	HSP90B1,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	RTN3	-0.371	other	 	 	 	 	 	1.79E-03	APP,BACE1	APP,MYC,RTN3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SIVA1	 	other	 	 	 	 	 	1.79E-03	BCL2L1,CFLAR	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	MTOR	 	kinase	 	-0.462	 	0.002	-0.468	2.01E-03	BCL2L1,BEX1,CFLAR,CNP,DDIT3,ENO1,FABP5,FASN,HSP90B1,LDHB,MAG,MAPT,MBP,MOG,PHLPP1,PKM,PLP1,SERPINB1,TBRG1,TNF,TPPP	EP300,ERK1/2,FOXO3,HSF1,MTOR,MYC,RELA,SIRT1,SP1,STAT1,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	TSC2	 	other	 	-0.276	 	-0.003	-0.264	2.02E-03	ATP6AP2,BEX1,CRYAB,DDIT3,DYNC1I1,ERO1A,HSPA5,LDHB,PHLPP1,PLP2,S100A6,SMPDL3A,STAT1	FOXO3,HSF1,MTOR,STAT3,TSC2	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	TAP1	 	transporter	 	-1.292	 	-0.004	-1.284	2.28E-03	EIF2AK2,HLA-A,OAS1,TNF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IFNLR1	 	transmembrane receptor	 	 	 	 	 	2.34E-03	CMPK2,IFIT3,IRF7,ISG15,OASL,RSAD2,TNF	EP300,FOXO3,IFNLR1,MYC,RELA,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	DBI	 	other	 	 	 	 	 	2.34E-03	ELOVL6,FASN,SQLE	DBI,SREBF2	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	L1CAM	 	other	 	 	 	 	 	2.34E-03	IDI1,MMP2,SQLE	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	miR-491-5p (and other miRNAs w/seed GUGGGGA)	 	mature microrna	 	 	 	 	 	2.34E-03	BCL2L1,GIT1,MMP2	ERK1/2,RELA,SP1,STAT3,miR-491-5p (and other miRNAs w/seed GUGGGGA)	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IL13	 	cytokine	 	0.574	 	0.002	0.565	2.36E-03	ABCA1,BZW2,Ccl27a,CHCHD7,CHN2,CTSB,ENPP2,FEZ1,FLOT1,GAS7,HTRA1,IRAK3,LIPA,MMP2,MSMO1,PDLIM2,PHLDA1,PITRM1,QSOX1,TMC6,TNF,TYRO3	IL13,NR3C1,RELA,SP1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PRKAG3	 	other	 	 	 	 	 	2.36E-03	Cdkn1c,GOT1,METTL7A,PHLDA3,RAMP1,Scd2,TMCC2,UGP2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	TFRC	 	transporter	 	1.387	 	-0.005	1.399	2.41E-03	APAF1,DDIT3,ERO1A,GADD45A,GAS7,HSPA5,KIT,ME1,PTN,TGFB3	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IFNAR2	 	transmembrane receptor	Activated	2.000	 	0.004	1.992	2.41E-03	ISG15,OAS1,PSMB10,TLR3,USP18	EP300,FOXO3,IFNAR2,IFNG,IRF1,MYC,RELA,SPI1,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	CLOCK	 	transcription regulator	 	-0.333	 	-0.001	-0.330	2.44E-03	APP,CBR1,CYP51A1,DDIT3,ELOVL6,FASN,FGF1,GADD45A,HES6,Hspa1b,HSPH1,MEST,MID1IP1,MSMO1,NADK2,PIGA,POR,SRD5A1,TPST1,UBL3,ZDHHC20	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	MYOC	 	other	 	-1.732	 	0.003	-1.738	2.63E-03	CA2,CNP,DDIT3,GPRASP1,HSPA5,MBP,PLP1,QKI,S100B,SFRP1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IL15	 	cytokine	 	1.916	 	0.003	1.903	2.72E-03	BCL2L1,CAMK2G,Ccl27a,ENO1,GPD2,GPI,PDIA3,PGK1,PGM1,PGM2,PKM,PSMB10,SMAD7,TALDO1,TNF,TPI1	ERK1/2,FOXO3,IL15,RELA,SP1,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ERK1/2	 	group	 	-0.790	 	0.003	-0.802	2.88E-03	ABCA1,B2M,BCL2L1,CAT,DDIT3,FGFR2,HLA-A,HSPA5,MAP3K11,MMP2,PKM,POMC,PSMB10,PTN,S100A6,TAP2,TNF,UNC119	EP300,ERK1/2,FOS,FOXO3,IGF1,IL1B,MYC,NR3C1,RELA,SP1,SPI1,STAT1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	COMMD1	 	transporter	 	-1.000	 	-0.005	-0.989	2.94E-03	EGLN3,GRHPR,PGK1,STAT1,TF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SPRY1	 	other	 	 	 	 	 	2.94E-03	FGF1,ISG15,LMO4,MEST,MMP2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IL1B	 	cytokine	 	-0.191	 	0.002	-0.201	2.96E-03	APP,B2M,BCL2L1,CAT,Cdkn1c,DDIT3,DUSP1,FABP5,FGFR2,GBP6,HSPA5,IFRD1,IL25,ISG15,MAPT,MMP2,NMI,PCSK2,PDE4B,PHLDA1,POMC,PTPRN,SERPINA3,SLC25A4,STAT1,TLR3,TNF,TNFAIP6,TSC22D3,VIM	EP300,ERK1/2,FOXO3,IFNG,IL1B,IRF1,MYC,NR3C1,RELA,SP1,SPI1,STAT1,STAT2,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	Ap2	 	group	 	 	 	 	 	3.01E-03	BACE1,KIT,MCAM,MMP2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	INSIG2	 	other	 	1.964	 	-0.005	1.975	3.01E-03	ELOVL6,FASN,FDFT1,INSIG1	INSIG2,SREBF2	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	KDM6B	 	enzyme	 	 	 	 	 	3.01E-03	Igtp,NGFR,OASL,Oasl2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SIRT2	 	transcription regulator	Inhibited	-2.000	 	0.004	-2.008	3.01E-03	DHCR7,FDFT1,IDI1,SQLE	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	BRCA1	 	transcription regulator	 	1.283	 	0.002	1.277	3.05E-03	DDIT3,DUSP3,ENPP2,ERCC3,GADD45A,HNRNPD,KIT,NQO1,PHLDA1,SAT1,TNF,VIM	BRCA1,EP300,FOXO3,MYC,RELA,SP1,STAT1,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ADCYAP1	 	other	 	-0.632	 	0.002	-0.639	3.14E-03	CRTAC1,EDIL3,ENPP2,FGFR2,MAN1A1,MOG,SCARB1,SERPINB1,SH2B2,TTYH1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ARNT	 	transcription regulator	Activated	2.449	 	0.004	2.440	3.14E-03	CD81,DEGS1,ENO1,ERO1A,GPI,NQO1,PGK1,PGM2,TPI1,VIM	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	N-cor	 	group	 	 	 	 	 	3.14E-03	ABCA1,BIN1,CTSB,ELOVL6,FASN,GSTP1,HIVEP2,MMP2,Scd2,SLC44A1,USP18	FOXO1,N-cor,PPARG,SP1	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	CIP2A	 	other	 	-0.164	 	-0.002	-0.158	3.30E-03	CRYAB,GADD45A,GPR37,PTPRB,S100A16,SAT1,SLC12A8,SLC25A4	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IFN alpha/beta	 	group	Activated	2.157	 	0.004	2.146	3.30E-03	GAS7,HLA-A,Ifi27l2a/Ifi27l2b,IFIT3,RSAD2,STAT1,TLR3,TRIM21	IFN alpha/beta,IFNG,IRF1,SPI1,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SYK	 	kinase	 	1.462	 	-0.001	1.466	3.30E-03	ATP8A1,CITED2,DOCK10,GADD45A,OAS1,RGCC,TNF,TSC22D3,YPEL2	NR3C1,PLAU,RELA,SP1,STAT3,SYK,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PRKCA	 	kinase	 	0.884	 	0.002	0.878	3.42E-03	CTSB,HEY1,ID3,IFIT3,INSIG1,NQO1,OASL,RSAD2,SDCBP,TNF	DDX58,EP300,FOXO3,IRF3,MYC,PRKCA,RELA,STAT1,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	FOXO3	 	transcription regulator	 	-0.517	 	0.002	-0.523	3.58E-03	Acot1,APAF1,CAT,CAV1,CCNG2,DDIT3,FABP5,FASN,GADD45A,MCAM,NDRG1,POMC,PTPRB,TNF,VIM	FOXO3,HSF1,IRF1,MTOR,MYC,NR3C1,RELA,SIRT1,SP1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SPI1	 	transcription regulator	Activated	2.309	 	0.002	2.301	3.60E-03	Cdkn1c,CMPK2,IFIT3,IRAK3,IRF7,IRF9,ISG15,KIT,LBR,MMP2,OASL,PARP12,PSMB10,RSAD2,TNF,USP18,VIM	FOS,IL1B,NR3C1,RELA,SP1,SPI1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	STK11	 	kinase	 	-0.775	 	-0.005	-0.755	3.62E-03	ENO1,ENOPH1,FGFR2,GPI,IL33,LGALS9B,MMP2,NAP1L5,PAK5,PGK1,PGM1,PKM,PTPRN,TALDO1,TPI1,TTYH1	FOXO3,PRKAA2,STK11	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	DUOXA1	 	other	 	 	 	 	 	3.62E-03	DCX,TUBB3,VIM	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	EIF2S1	 	translation regulator	 	 	 	 	 	3.62E-03	CFLAR,IFRD1,PHLDA1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PNPLA8	 	enzyme	 	 	 	 	 	3.62E-03	HSP90B1,HSPA5,NQO1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	UBA7	 	enzyme	 	 	 	 	 	3.62E-03	ISG15,OAS1,TNF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ZNF148	 	transcription regulator	 	 	 	 	 	3.62E-03	BCL2L1,STAT1,VIM	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NSD2	 	enzyme	 	 	 	 	 	3.74E-03	CA2,GADD45A,IRF7,OAS1,STAT1,TUBB4A	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IFNL3	 	cytokine	 	1.972	 	0.005	1.962	3.88E-03	RSAD2,STAT1,TLR3,USP18	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SKI	 	transcription regulator	 	 	 	 	 	3.88E-03	MBP,ODC1,PMP22,SMAD7	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	BTNL2	 	transmembrane receptor	Inhibited	-2.333	 	0.002	-2.340	4.35E-03	CERK,CNN3,GPD2,Hspa1b,LDLRAD4,PHLPP1,RALGDS,TNF,YPEL2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	AMPK	 	complex	 	-0.928	 	0.001	-0.931	4.50E-03	ACO2,CAT,GSTK1,KCNB1,LDHB,STAT1,TNF,VIM	AMPK,FOXO3,MYC,NR3C1,RELA,SIRT1,SP1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	FOXO1	 	transcription regulator	 	0.376	 	0.004	0.366	4.57E-03	APAF1,CA2,CAT,CAV1,CCNF,CCNG2,Cdkn1c,DCX,EFHD1,ELOVL6,FABP5,FASN,GADD45A,GPD2,GPI,GRHPR,GSTK1,HSPA5,ME1,MRPL57,PTPRB,SCARB1,SQLE,TNF	FOXO1,PPARG,SP1	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NRIP1	 	transcription regulator	 	0.640	 	-0.003	0.646	4.89E-03	ACO2,CCNG2,FASN,LDHB,OPLAH,TNF,TNFAIP6	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NLRC5	 	transcription regulator	 	1.279	 	0.003	1.272	4.91E-03	B2M,HLA-A,HLA-E,TNF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IFIH1	 	enzyme	Activated	2.184	 	0.005	2.172	4.93E-03	IRF7,ISG15,OAS1,PHLDA1,RSAD2,TNF	FOXO3,IFIH1,IFNB1,IRF3,Interferon alpha,RELA,SPI1,STAT1,STAT2,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	TSC1	 	other	 	-1.141	 	-0.001	-1.138	4.93E-03	BEX1,CRYAB,DDIT3,LDHB,STAT1,TNF	EP300,FOXO3,HSF1,MTOR,MYC,RELA,SIRT1,STAT1,STAT3,TP53,TSC1	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PRMT1	 	enzyme	 	 	 	 	 	5.02E-03	CNP,HSP90AA1,MAG,MBP,OLIG2	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ANKRD1	 	transcription regulator	 	 	 	 	 	5.23E-03	BCL2L1,DDIT3	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	CTH	 	enzyme	 	 	 	 	 	5.23E-03	DDIT3,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	DHCR24	 	enzyme	 	 	 	 	 	5.23E-03	APP,BACE1	APP,DHCR24,MYC,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	EDEM1	 	enzyme	 	 	 	 	 	5.23E-03	DDIT3,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	HSPA8	 	enzyme	 	 	 	 	 	5.23E-03	MAPT,TNF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NSD1	 	transcription regulator	 	 	 	 	 	5.23E-03	IRAK3,POLR2A	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	Pdi	 	group	 	 	 	 	 	5.23E-03	DDIT3,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SLC37A4	 	transporter	 	 	 	 	 	5.23E-03	DDIT3,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	mir-574	 	microrna	 	 	 	 	 	5.23E-03	BCL2L1,QKI	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	FOXN1	 	transcription regulator	 	 	 	 	 	5.26E-03	FAM57A,PPP1R16B,SERPINB1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	NEK7	 	kinase	 	 	 	 	 	5.26E-03	ISG15,LMO4,RGCC	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SCUBE3	 	other	 	 	 	 	 	5.26E-03	FGFR4,MMP2,VIM	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	THOC5	 	other	 	 	 	 	 	5.26E-03	C11orf58,COX20,METTL21A	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	DGCR8	 	enzyme	 	-1.720	 	0.001	-1.721	5.47E-03	CNP,ERBB3,MBP,NGFR,PLP1,PMP22,SMOC1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SNCA	 	enzyme	 	0.724	 	0.001	0.722	5.50E-03	BCL2L1,C1QL3,COLGALT2,CTSB,HSP90B1,Hspa1b,HSPA5,IRF7,ISG15,LDHB,RSAD2,SERPINB1,SNX22,SYN1,TMEFF2,TNF,TPI1,UCHL1	EP300,FOXO3,MYC,Pkc(s),RELA,SNCA,SP1,STAT1,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IRF9	1.862	transcription regulator	 	 	 	 	 	5.62E-03	GBP6,IFIT3,Oasl2,RTP4,STAT1,TNF	EP300,FOXO3,IRF3,IRF9,Interferon alpha,MYC,RELA,SPI1,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	CCND1	 	transcription regulator	 	-0.302	 	0.001	-0.306	5.69E-03	AFAP1,AHI1,ARMCX1,C11orf58,CTNNA2,CTNNBIP1,ENDOD1,ENO1,ENPP2,ERBIN,FAM129B,FAM83D,FZD7,ID3,PTBP3,QKI,SCG5,TALDO1,TGFB3,TNF,TPI1	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	Pkc(s)	 	group	 	0.682	 	0.003	0.674	6.05E-03	ABCA1,APP,CTSB,DDIT3,GADD45A,HSP90B1,HSPA5,LIPA,MMP2,NQO1,PTPRN,S100A1	AR,EGFR,ERK1/2,MYC,NR3C1,Pkc(s),RELA,SP1,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ELANE	 	peptidase	 	 	 	 	 	6.10E-03	CTSB,HSPA5,MMP2,TNF	ELANE,ERK1/2,FOS,IL1B,RELA,SP1,SPI1,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	FDFT1	-0.408	enzyme	Activated	2.000	 	0.002	1.996	6.10E-03	ABCA1,FASN,SCARB1,SQLE	FDFT1,LDL,RELA	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	MNT	 	transcription regulator	 	 	 	 	 	6.10E-03	CCNG2,DDIT3,ODC1,TNF	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SEL1L	 	other	 	0.000	 	-0.001	0.002	6.10E-03	DDIT3,HSPA5,OLIG2,TUBB3	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	mir-142	 	microrna	 	-1.091	 	-0.005	-1.082	6.10E-03	AFAP1,MYB,TNF,TNFRSF13C	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	BCL2L1	-0.838	other	 	1.054	 	0.001	1.052	6.39E-03	BCL2L1,CFLAR,MAP2,NQO1,TNF,TUBB3	BCL2L1,FOXO3,RELA,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IKBKE	 	kinase	 	0.378	 	0.002	0.372	6.77E-03	ADAR,HLA-A,IFIT3,IRF7,RSAD2,STAT1,TNF	IFNB1,IKBKE,IRF3,Interferon alpha,NR3C1,RELA,SP1,SPI1,STAT1,STAT2,STAT3,TNF,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	RPSA	 	translation regulator	 	-1.400	 	-0.004	-1.392	6.89E-03	DUSP1,ISG15,MMP2,STAT1,TNF	ERK1/2,FOXO3,RELA,RPSA,SP1,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PPIF	 	enzyme	 	0.632	 	0.000	0.632	6.96E-03	CITED2,CSRP1,FEZ1,HEY1,MMP2,NDN,PTN,SFRP1,TNF,ZCCHC18	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IRF1	 	transcription regulator	 	1.969	 	0.004	1.960	7.00E-03	B2M,CMPK2,IFIT3,ODC1,PLA2G16,PSMB10,PSME1,RSAD2,TAP2,TLR3,TNF	IFNG,IRF1,IRF7,RELA,SPI1,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	ACOX1	 	enzyme	 	0.832	 	-0.001	0.836	7.02E-03	CAT,CBR1,DDIT3,FAH,FASN,GADD45A,GOT1,GSTP1,HSPA5,IL1RAP,PHLDA1,PIPOX,RBM3	ACOX1,N-cor,PPARA	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	PCGEM1	 	other	 	1.029	 	0.004	1.020	7.22E-03	ENO1,FASN,GPI,PGK1,PKM,TALDO1	MYC,PCGEM1,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	IFNL4	 	cytokine	 	 	 	 	 	7.28E-03	ISG15,OAS1,STAT1	IFNL4,RELA,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	MAPKAPK3	 	kinase	 	 	 	 	 	7.28E-03	DDIT3,HSPA5,TNF	FOXO3,MAPKAPK3,RELA,STAT3,TP53	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SELENOS	 	other	 	 	 	 	 	7.28E-03	DDIT3,FASN,HSPA5	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	SLC6A1	 	transporter	 	 	 	 	 	7.28E-03	BCL2L1,STAT1,TNF	SLC6A1,STAT1,STAT2,STAT3	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	FOS	 	transcription regulator	 	 	 	 	 	7.44E-03	CA2,CADM1,CAT,CFLAR,COL16A1,DAP,ELOVL6,FASN,FZD3,GSTP1,IRAK3,MMP2,NAA80,NQO1,ODC1,PHLDA1,PRKCE,PTP4A1,QKI,SMAD7,TNF,TPP1,VIM,YWHAZ	 	
de6WkR62_res2 - 2019-03-29 11:31 AM	 	CETP	 	enzyme	 	0.152	 	-0.002	0.156	7.47E-03	DDIT3,HSPA5,PLIN3,TNF	APOE,CETP,SP1	
