© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->HD_Myelination_Paper->de12WkR62_res - 2019-03-28 04:30 PM
Workspace	My Projects
Project	HD_Myelination_Paper
Analysis	de12WkR62_res - 2019-03-28 04:30 PM
Date	Thu Mar 28 13:30:52 PDT 2019
Analysis ID	17615830

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human OR Mouse OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->HD_Myelination_Paper->de12WkR62_res - 2019-03-28 04:30 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
de12WkR62_res - 2019-03-28 04:30 PM	 	TFAP2A	 	transcription regulator	 	0.988	 	-0.009	1.006	3.04E-02	ABCA1,ALCAM,BCL2L1,BLOC1S6,CCNDBP1,CDKN1A,F2R,GPR37,KLHDC3,MMP2,PAG1,PLAAT3,POR,PPP2R2A,RAB27B,SESN3,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CDK5	-0.838	kinase	 	-0.115	 	0.028	-0.185	3.06E-02	CDKN1A,JUN,MAP2,MBP,PLP1,PPP1R1B,SPOCK1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	E2F1	 	transcription regulator	Inhibited	-2.023	 	0.018	-2.103	3.07E-02	Acan,ACSL5,ACTR1A,ATG7,BMP4,BNIP3,BRCA1,CASP7,CAV1,CBX5,CDC45,CDKN1A,CDKN2C,CFLAR,CITED2,COL2A1,CTNNBIP1,DDX1,DUSP1,DUSP10,E2F3,EGR1,EYA4,FGFR2,FOS,GM2A,GTF2H4,H2AC18/H2AC19,HMGN1,Hmgn2 (includes others),ID3,IDH3A,IGF2,ILK,IRS2,KDR,KIT,KRAS,MAP3K5,MCL1,MCM5,MCM6,MDH1,MDM2,MSH2,MYC,NPAT,OAZ2,PDK1,PHC1,PIK3R1,PLK2,PPM1G,PRPS2,PSMB9,PTPN4,RACGAP1,RBFOX2,RFC2,RFC3,RHOQ,SLC3A2,SMARCB1,STAM,TAF9,TAP1,TAP2,TAPBP,TP53,TRMT13,YBX3,YWHAE	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	TBK1	 	kinase	 	1.682	 	0.040	1.501	3.13E-02	APOBEC3B,BCL2L1,CMPK2,IFIT1B,IFIT2,IFIT3,IFRD2,IL12A,IRF7,ISG15,Mx2,NMI,Oas1b,OASL,Oasl2,RGCC,RSAD2,SH3BP5,SLCO3A1,TLR3,TSC22D1,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	STK11	 	kinase	 	0.033	 	-0.048	0.314	3.16E-02	ASTN1,ATP6V0E1,CAMKK1,CD274,COL3A1,CTPS1,CYP4V2,ENO1,ENOPH1,FGFR2,FN1,GAPDH,GPI,GRIA3,HIF1A,IGFBP5,IL33,LGALS9B,LUM,MMP2,MRI1,MYC,NAP1L5,NDUFS7,PAK5,PAPSS1,PDE2A,PGM1,PHGDH,PKM,POLR2E,POLR3D,PPA1,PTPRN,PYCR2,SERPINI1,TALDO1,TKT,TTYH1,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SLC13A1	 	transporter	 	0.626	 	-0.006	0.652	3.18E-02	ACSL5,COPB2,EDEM1,ELOVL6,G0S2,GALE,HNMT,IGFBP2,Igtp,INSIG1,ITIH3,KHDRBS3,MAD2L2,MAL,Mt1,MVD,PBX1,RPN1,SCD,SDF2L1,SLC16A1,ST13,STX6	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SUMO3	0.411	other	 	0.282	 	-0.011	0.320	3.19E-02	AGT,Bst2,CAV1,CAV2,CEACAM1,CXCL16,ENPP3,GRB14,HLA-G,ISG15,TAP1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CYP1A2	 	enzyme	 	0.277	 	0.001	0.273	3.24E-02	COX6B2,ETHE1,GSTM2,GSTM3,Ifi27l2a/Ifi27l2b,IGFBP2,INSC,Mt1,NQO1,QKI,SIDT2,ST3GAL4,VLDLR	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	JAK1	 	kinase	 	1.765	 	0.035	1.656	3.24E-02	BID,BMF,CDKN1A,EIF2AK2,ENPP2,FOS,HLA-A,IFIT2,IRF1,MMP2,SLC1A3,SOCS3,STAT1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SHC1	 	other	 	1.229	 	0.007	1.204	3.24E-02	BCL2L1,BMF,CDH2,CDKN1A,EGR1,FGD4,FOS,FTH1,GSTP1,HS3ST1,NQO1,S1PR1,SDC4	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	ZNF106	 	other	 	-1.387	 	-0.008	-1.358	3.24E-02	C4A/C4B,COL26A1,ENPP5,GLRX,HBA1/HBA2,Ifi27l2a/Ifi27l2b,NCMAP,PMP22,RTN4,SERPINA3,SSPN,UGT8,VPS35	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CNOT6L	 	enzyme	 	-1.000	 	-0.038	-0.923	3.25E-02	CDH18,IGFBP5,MAPK10,SEMA3E	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	GTF2I	0.286	transcription regulator	 	 	 	 	 	3.25E-02	CDKN1A,FOS,KDR,MYC	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	LIMS1	 	other	 	-0.927	 	0.038	-1.004	3.25E-02	GJA1,ILK,ITGB1,TGFB2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PLCD1	 	enzyme	 	-1.067	 	-0.038	-0.991	3.25E-02	PLCB1,TGFB1,VIM,ZEB1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PNPLA8	 	enzyme	 	-0.254	 	0.000	-0.254	3.25E-02	FBXO32,HSP90B1,Mt1,NQO1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PPM1D	 	phosphatase	 	0.000	 	-0.026	0.051	3.25E-02	BCL2L1,CDKN1A,CDKN2D,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SMARCA1	2.592	transcription regulator	 	 	 	 	 	3.25E-02	CDKN1A,GADD45A,MYC,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	STAG1	0.503	other	 	 	 	 	 	3.25E-02	MYC,PCDH11X,PCDH17,PCDH7	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	UBA7	 	enzyme	 	 	 	 	 	3.25E-02	DDX58,DHX58,IL12A,ISG15	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	ZNF148	 	transcription regulator	 	1.183	 	-0.034	1.249	3.25E-02	BCL2L1,FN1,STAT1,VIM	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	p70 S6k	 	group	 	-1.192	 	0.013	-1.218	3.25E-02	FASN,GAP43,PLD2,SCD	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	FGFR1	 	kinase	 	-0.397	 	0.020	-0.473	3.29E-02	BMP4,CDKN1A,COL1A1,COL3A1,DDX25,EEF1A1,EIF5A,FGF1,FGF7,FGFR3,FOS,LEPROT,MBP,MYC,NOTCH1,PLP1,PRKRA,SOX3,SPARC	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	IKZF1	 	transcription regulator	 	-0.817	 	-0.029	-0.669	3.33E-02	ABCA9,AXL,BCL2L1,C1QTNF1,CYP2J2,CYP7B1,DNAJC6,DTX1,EMP1,FKBP9,KIT,LHFPL2,LHFPL6,LRP1,MYC,NGFR,NOTCH1,NRARP,PRNP,SASH1,SERPINH1,SH3BP5,SULF2,TMEM119,TNNT2,TSHZ1,TYROBP,ZFPM1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	DUSP1	-0.567	phosphatase	 	-1.292	 	-0.005	-1.272	3.38E-02	AACS,COL3A1,DUSP1,DUSP6,GJB2,IER3,IRF1,LUM,MGLL,PAQR7,PEX11A,PIK3R1,PLAT,PNRC1,PTPRK,RETSAT,SPRYD7,SYNPO,TGFB2,THBD	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	ICMT	 	enzyme	 	 	 	 	 	3.43E-02	ACTN4,AEBP1,CDKN1A,CRYAB,GJA1,LMNB2,REEP5,RHOA,TGFBI,THBS2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	TFEB	-0.615	transcription regulator	 	-1.342	 	0.051	-1.502	3.43E-02	ARSA,ARSB,ATP6V0E1,ATP6V1A,ATP6V1B2,CTSB,CTSF,LAMP1,MCOLN1,TPP1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	NRIP1	-0.567	transcription regulator	 	-0.333	 	-0.026	-0.256	3.49E-02	ACACB,ACO2,CCNG2,CDKN1A,FASN,HAS2,IDH3A,LDHB,OPLAH,RARB,SCD,SLC25A19,SLC25A20,TNFAIP6	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	KDM1A	 	enzyme	 	0.191	 	-0.028	0.300	3.52E-02	ADCY5,AGT,ARHGDIB,Bst2,CDKN1A,COL1A1,COL1A2,CXADR,FASN,HBB,ID2,POLE4,PRICKLE1,PRKG2,RARB,RARG,RASGRP3,RCOR2,SFRP1,SFRP5,SMAD7,ST18	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	IGFBP2	-1.301	other	 	-1.093	 	0.041	-1.235	3.54E-02	BCL2L1,CADM1,CHD9,DDAH1,EFEMP1,ELOVL6,ENPP5,EPHA4,MALAT1,MYC,RBM4,TGFB3	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	KLF1	 	transcription regulator	 	1.195	 	-0.009	1.220	3.54E-02	ADD2,Cd24a,CDKN1A,CDKN2C,DMTN,EPB41,HBB,KLF3,SLC22A4,SLC2A1,SLC3A2,TFRC	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PCGEM1	 	other	 	0.510	 	0.036	0.387	3.54E-02	ENO1,FASN,GAPDH,GLUD1,GPI,IDH1,IDH2,LSS,MLYCD,PKM,SLC2A1,TALDO1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	S100A8	 	other	 	0.667	 	0.009	0.611	3.56E-02	ACSS1,ADAMTS1,BCL2L1,BHLHE40,BMF,Cdkn1c,CNTN6,CPM,CXCL14,EFNA1,ENPP2,GJB2,GPR37L1,HEY2,IL33,ISG15,KCNMA1,LTBP1,MAG,MRO,NFKB1,NGFR,PDGFC,PIK3IP1,PLK3,PTGES,PTPRO,RXRG,SCUBE1,SEMA3B,SOCS3,STAC2,TXNIP,UNC5A,USP18,VCAN	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CDK4/6	 	group	 	0.943	 	-0.014	1.003	3.63E-02	AFAP1,AHI1,ARHGEF2,BCLAF1,C11orf58,CDC45,EIF5,ENO1,ERBIN,FLNA,ITIH2,ITSN2,KRT1,LASP1,NIBAN2,PPFIA2,RCN1,TALDO1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	FGF1	0.403	growth factor	 	0.000	 	-0.030	0.111	3.63E-02	CCN1,CDKN1A,DUSP6,FZD2,FZD7,GADD45G,GPX1,GSTM1,GSTP1,HAS2,Irgm1,NQO1,PRICKLE1,PXYLP1,RHOU,SERPINB1,TGFB2,TGFB3	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	TLR3	2.729	transmembrane receptor	Activated	2.510	 	0.046	2.239	3.65E-02	ABCA1,ADAMTS4,BFSP2,CAST,CD274,CD300E,CFLAR,CMPK2,CPM,CX3CL1,DDX58,DHX58,DUSP1,EIF2AK2,FOS,GBP4,IER3,IFIH1,IFIT2,IFIT3,IL12A,IL33,IRF1,IRF7,ISG15,JUNB,LIPA,LIX1,LPIN2,Marcks,OASL,Oasl2,PFDN6,PIK3R1,PLK2,PTGES,RARB,RSAD2,SOCS3,SPRY1,STAT1,TICAM1,TLR3,TSPAN33,USP18,VAV2,ZC3HAV1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	MMP14	 	peptidase	 	-0.396	 	0.007	-0.418	3.67E-02	ANXA7,CDH2,DAPK1,GAP43,JAG1,NR3C1,SMARCA1,SNRPB2,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	EIF4E	 	translation regulator	Inhibited	-2.627	 	0.051	-2.901	3.67E-02	BCL2L1,BCLAF1,BNIP3,CAPG,CAPZB,CDC34,CDKN1A,CKS2,DGUOK,DPYD,EGLN2,GRB2,HIF1A,HMOX2,HRAS,ILF2,INSIG1,KAT2B,LSM2,MCL1,MPV17,MYC,NOL3,NRAS,NUDT3,PIN1,POLR3D,RHOG,TP53,TXNL4B	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	IFNAR1	 	transmembrane receptor	Activated	3.290	 	0.031	3.156	3.67E-02	AXL,B2M,CMPK2,CSF1,DUSP6,EIF2AK2,HLA-A,HMGCS1,IDI1,IFIH1,IFIT1B,IFIT2,IFIT3,IL12A,IRF7,ISG15,Ms4a4c (includes others),MYC,OASL,Oasl2,PARP12,PLA2G7,PLAT,RSAD2,RTP4,SOCS3,STAT1,TAPBPL,TLR3,USP18	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	ACACA	 	enzyme	 	 	 	 	 	3.72E-02	ACACB,ELOVL6,FASN	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	ATXN3	 	peptidase	 	 	 	 	 	3.72E-02	APP,CXCL12,MMP2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	Cox5b	 	other	 	 	 	 	 	3.72E-02	CAPN6,MMP16,TGFB2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	EN1	 	transcription regulator	 	 	 	 	 	3.72E-02	ALDOC,NGFR,PLCB4	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	FTH1	-0.992	enzyme	 	 	 	 	 	3.72E-02	ABCB4,FTH1,TFRC	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	GNMT	 	enzyme	 	 	 	 	 	3.72E-02	ABCA1,NPC2,SCARB1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	GPR17	 	g-protein coupled receptor	 	 	 	 	 	3.72E-02	FOS,MBP,RAPGEF3	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	HSP90AB1	 	enzyme	 	 	 	 	 	3.72E-02	CFLAR,EPAS1,HIF1A	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	Ifna4	 	other	 	 	 	 	 	3.72E-02	IRF7,ISG15,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	MLH1	 	enzyme	 	 	 	 	 	3.72E-02	BNIP3,CLU,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	MNK1/2	 	group	 	 	 	 	 	3.72E-02	MYC,SPRY1,SPRY2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	Muscarinic cholinergic receptor	 	group	 	 	 	 	 	3.72E-02	CCN1,FOS,JUN	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PARP14	3.443	enzyme	 	 	 	 	 	3.72E-02	F3,ID3,MCL1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PPP2R2A	-0.450	phosphatase	 	 	 	 	 	3.72E-02	SAT1,SERPINE2,SLC22A4	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PPP2R5B	-0.624	phosphatase	 	 	 	 	 	3.72E-02	SAT1,SERPINE2,SLC22A4	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	Pdgf (complex)	 	complex	 	 	 	 	 	3.72E-02	CDKN1A,COL4A1,MYC	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	RASSF6	 	other	 	 	 	 	 	3.72E-02	BTG2,CDKN1A,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SLC9A1	 	ion channel	 	 	 	 	 	3.72E-02	CA2,PPP3R1,SLC12A2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	STX2	-0.516	transporter	 	 	 	 	 	3.72E-02	BMP4,MYC,SMAD7	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	TEAD	 	group	 	 	 	 	 	3.72E-02	CAV2,CCN1,FN1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	XRCC5	 	enzyme	 	 	 	 	 	3.72E-02	Mt1,NFKB1,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	ZNF536	-0.690	transcription regulator	 	 	 	 	 	3.72E-02	MAP2,RARB,TUBB3	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	sGC	 	complex	 	 	 	 	 	3.72E-02	ARC,EGR1,FOS	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PTTG1	 	transcription regulator	 	0.711	 	-0.003	0.722	3.74E-02	CDH2,CDKN1A,CDKN2D,ERCC1,HIF1A,MDM2,MIF,NTHL1,RBM4,SLC5A5,SOX2,TLK2,TP53,TREX1,VEGFA,VIM,XPA,XRCC6,XRN2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CASZ1	 	enzyme	 	-0.777	 	-0.015	-0.727	3.86E-02	Acan,ATP1A3,COL2A1,ENPP1,GRIN3A,KCND2,PPP1R1B,RAMP1,SLC24A2,TGFB3,XYLT1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CLEC11A	 	growth factor	 	 	 	 	 	3.86E-02	BCL2L1,CCR5,CDH2,EGR2,FOS,MIF,NFKB1,PMP22,S100A6,TKT,TSC22D1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	KLF15	 	transcription regulator	 	-0.695	 	0.037	-0.813	3.86E-02	Acot1,ACSL1,ACSS1,DECR1,DGAT2,FABP5,FASN,MLYCD,SCD,SLC25A20,SLC27A1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	HOXD10	 	transcription regulator	 	1.383	 	-0.001	1.387	3.88E-02	CAPN6,CCL22,CEACAM1,CTNNA3,HEBP1,MAGED2,MAOB,RHOB,RHOC,RSAD2,SELENON,TFR2,TICAM1,TTC3,USP14,WDR5	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	RHO	 	g-protein coupled receptor	Activated	2.500	 	0.007	2.471	3.88E-02	APP,B2M,CEBPD,COL1A2,CSF1R,DPYSL3,EPB41,HFE,KCNA1,KCNB1,Mt1,NID1,PCOLCE,PLA2G7,S100A6,SPOCK1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	Cdkn1c	2.574	other	 	 	 	 	 	3.88E-02	CDKN1A,E2F3,EGR1,MAL,NAB1,NGFR,PMP22,SOX10	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CHEK2	 	kinase	 	-0.655	 	0.038	-0.730	3.88E-02	BCL2L1,CDKN1A,KRAS,MDM2,TP53	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CLCA2	 	ion channel	 	0.314	 	0.017	0.277	3.88E-02	CDH2,CDKN1A,FN1,TP53,VIM	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	LAMTOR1	-0.467	other	 	1.342	 	-0.017	1.380	3.88E-02	FASN,MTHFD2,PPAT,RHOA,SCD	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	MAP2K2	 	kinase	 	-1.951	 	0.031	-2.011	3.88E-02	ACSBG1,ALDH1L1,CDKN1A,FOS,OLIG2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	MBTPS1	 	peptidase	Inhibited	-2.236	 	0.051	-2.351	3.88E-02	FASN,FDFT1,FDPS,LDLR,SCD	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	NELFB	 	other	 	-0.447	 	-0.009	-0.428	3.88E-02	CDKN1A,COL6A1,GADD45A,Ifi27l2a/Ifi27l2b,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	NRG4	 	growth factor	 	0.283	 	-0.051	0.384	3.88E-02	ABCA1,ELOVL5,FASN,ME1,SCD	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PRDM8	 	transcription regulator	Inhibited	-2.000	 	-0.051	-1.897	3.88E-02	BHLHE22,CDH11,GRIN3A,PAQR3,ZBTB18	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SUV39H1	 	enzyme	 	 	 	 	 	3.88E-02	CDKN1A,CDKN2B,CYTH4,RARB,SCN2A	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	TREX1	0.848	enzyme	 	 	 	 	 	3.88E-02	Ifi27l2a/Ifi27l2b,IFIT1B,ISG15,OASL,USP18	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	mir-221	 	microrna	 	1.190	 	-0.051	1.304	3.88E-02	BMF,Cdkn1c,KDR,KIT,PIK3R1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	STAT5A	 	transcription regulator	 	-1.674	 	0.005	-1.693	3.93E-02	BCL2L1,C15orf48,CCR5,CDKN1A,CEACAM1,CEMIP,CFLAR,CYP1B1,CYP2J2,EGLN3,FASN,FKBP14,FOS,FOSB,FOXQ1,GADD45A,GADD45G,GJB1,H2AC18/H2AC19,ICAM2,ID2,IFITM2,KIT,KLF10,LTBR,LY6G6D,MCL1,MDM2,MYC,NOL3,PCP4,PODXL2,PPFIBP2,PRSS23,PSMB8,QPCT,RAB27B,RIN2,S1PR5,SCG5,SERP2,SERPINA3,SH3GL2,SLC2A3,SLC7A8,SOCS3,STAT5B,SYTL2,TCEAL1,TGFBI,TGFBR2,TLE4,TP53,TSPAN13,TXNIP	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	CDK4	 	kinase	 	 	 	 	 	3.99E-02	ARMCX1,ATP6V0E1,CCDC32,CDC45,CDKN1A,CDKN2C,CPED1,CPNE3,CTNNA2,ENDOD1,ENPP2,ERI1,FAM83D,FGF7,FZD7,H2AFJ,HJURP,LCORL,MBLAC2,MESD,MNS1,MYT1,PPCS,PSMC3IP,PTBP3,SATB1,SCG5,STOM,THNSL1,TMEM204,TOR3A,TPX2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	GPD1	0.497	enzyme	 	 	 	 	 	3.99E-02	ANXA2,APP,ASNS,CAMK2N2,CD248,CGREF1,CPNE8,CYP7B1,ELOVL6,GADD45A,GBP4,GPCPD1,GPD2,NOL3,NQO1,NUDT7,NVL,PRIMA1,SERPINA3,SERPINB1,SERPINE2,SUSD4,VLDLR	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	NFKB1	0.860	transcription regulator	 	-0.221	 	0.037	-0.379	4.01E-02	ADORA1,ATP6AP2,B2M,BAMBI,BCL2L1,BHLHE40,CCN1,CD82,COL1A1,CSF1,CSF2RA,DTX1,DUSP1,EGR1,FCGRT,FOSB,GADD45A,GJA1,GNAO1,GNPAT,HAS2,IFIT1B,IRF1,ISG15,JAG1,MYB,MYC,NFATC1,NFKB1,NMI,ORAI1,PLK3,POLB,PRKACA,PXN,RPS6KB1,STAT1,TGFB1,TP53,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	FBN1	 	other	 	1.039	 	-0.046	1.150	4.03E-02	CCN1,COL1A2,COL3A1,COL4A2,LTBP1,MMP2,TGFBR2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	FUT8	 	enzyme	 	1.941	 	-0.031	2.022	4.03E-02	CYP1B1,GSTM3,HCCS,MGAT3,PROM1,SMAD7,TFRC	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	LIPG	 	enzyme	 	-0.478	 	0.000	-0.478	4.03E-02	ABCA1,CSF1,IL12A,LDLR,LPL,PLTP,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PAK1	-0.764	kinase	Inhibited	-2.388	 	0.017	-2.429	4.03E-02	CDKN1A,F3,FN1,MYC,PFKM,TP53,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	PDGFC	-0.593	growth factor	Inhibited	-2.596	 	0.051	-2.729	4.03E-02	COL1A2,COL4A2,KDR,MYC,PDGFRB,TGFB1,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	BAG1	 	other	 	-0.059	 	0.029	-0.129	4.07E-02	BCL2L1,CDKN1A,FOS,JUN,MAPT,NR3C1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	BRD7	 	transcription regulator	 	0.842	 	0.045	0.734	4.07E-02	CDKN1A,MDM2,NDRG1,PYCARD,RRM2B,VCAN	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	DSP	 	other	 	1.664	 	-0.026	1.727	4.07E-02	COL1A1,COL1A2,COL3A1,JUP,LPL,TGFB1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	IFNL3	 	cytokine	Activated	2.423	 	0.051	2.299	4.07E-02	DDX58,Oas1b,RSAD2,STAT1,TLR3,USP18	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	RARG	1.780	ligand-dependent nuclear receptor	 	-0.577	 	-0.006	-0.567	4.07E-02	ABCA1,CHST10,EGR2,HAS2,RARB,THBD	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	RPS6KA5	 	kinase	 	1.614	 	0.017	1.573	4.07E-02	CDKN2B,DUSP1,FOS,IL12A,JUN,JUNB	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	BMP6	-1.394	growth factor	 	-0.555	 	0.034	-0.631	4.14E-02	ADAMTS1,ADD3,AKTIP,ARMCX3,CAVIN2,CYP1B1,EPHX1,FRMD4B,ID2,ID3,PMP22,PRKD1,SAP30,SCEL,SLC39A10,SMARCA1,VEGFA,ZEB1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	DIO2	 	enzyme	 	-1.373	 	-0.005	-1.357	4.20E-02	CIRBP,CNTN2,COL6A1,HR,IER5,MARCKSL1,SCUBE1,SEMA7A,SLC1A3,STAC2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	mir-1	 	microrna	 	0.283	 	-0.045	0.423	4.20E-02	ADD1,ADPGK,ANXA2,FBXO32,FN1,KRAS,PICALM,RASA1,TWF1,VEGFA	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	SNAI1	 	transcription regulator	 	-1.037	 	-0.026	-0.952	4.29E-02	Acan,AXL,BCL2L1,CCN1,CDKN1A,COL1A1,COL2A1,CXADR,ERCC1,L1CAM,PEBP1,PFKP,SP7,SPARC,ZEB1	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	TLR9	 	transmembrane receptor	 	1.351	 	0.041	1.083	4.40E-02	ABCA1,ADAMTS4,BCL2L1,BFSP2,CAST,CD274,CD300E,CD83,CERK,CPM,CSF1,DUSP1,EGR1,IER3,IFI35,IFIT1B,IFIT2,IFIT3,IL12A,IL33,IRF1,IRF7,IRF9,ISG15,LIX1,Marcks,MCL1,MYC,NAMPT,Oasl2,ORMDL1,RAB7B,RSAD2,SGPL1,SMPDL3A,SOCS3,SPRY1,SPTLC1,STAT1,TGFB1,TP53,UGCG,USP18,VAV2	 	
de12WkR62_res - 2019-03-28 04:30 PM	 	GATA1	 	transcription regulator	 	0.220	 	0.003	0.202	4.45E-02	ACTN1,BCL2L1,BMP6,CDKN2D,CYFIP1,DMTN,EGR1,FHL1,FOSB,GNAS,GUCY1B1,HBA1/HBA2,HBB,HDAC11,INHA,JAZF1,KIT,LMO4,MAGED1,MAP3K5,MYB,MYC,NFKB1,NRARP,PHC1,PIGQ,PIM2,PSTPIP2,RNF220,SATB1,SPTB,ST18,TANC2,TFEB,TFRC,ZEB1,ZFPM1,Zranb2	 	
